Physical_Metric,Molecular_Target,Interaction_Contrast,Interaction_Beta,Interaction_P_Value,Interaction_CI_Lower,Interaction_CI_Upper,Model_R2,Model_R2_Adj,Simple_Slope_15C,Simple_Slope_15C_P,Simple_Slope_22C,Simple_Slope_22C_P,Simple_Slope_8C,Simple_Slope_8C_P,FDR_Adjusted_P,Significant_After_FDR
Height_m,sTNF-R1,Group_8C vs Group_22C Contrast,1737.4286533419822,0.010042615024460702,414.6291532024179,3060.2281534815465,0.16182768675200598,-0.012791545174659413,-223.36821144098352,0.6736463633673219,-984.3825644098271,0.011118898424292478,753.0460889321552,0.17282462331529924,0.8268454250661896,False
Max_Watts_W,sIL-6Ra,Group_8C vs Group_15C (Reference),13.60626920582394,0.010889088992020122,3.1328583762894873,24.079680035358393,0.18972971045465703,0.020923400132710657,-8.045140136052511,0.0677178098806034,-1.2010769230726765,0.9490044946929177,5.561129069771429,0.06616981542357658,0.8268454250661896,False
BMI_kg·m2,sIL-6Ra,Group_22C vs Group_15C (Reference),-294.54130061887315,0.012216183408400768,-524.9195266010142,-64.16307463673212,0.189317813317452,0.020425691091921272,119.40873243617736,0.16533573281241265,-175.1325681826958,0.028686507415527807,80.76766260773525,0.6845442400362729,0.8268454250661896,False
Max_Watts_W,IL-29_per_IFN-lambda1,Group_22C vs Group_15C (Reference),1.3517767312053282,0.012634145029561675,0.28941907545966794,2.4141343869509884,0.3216732074722328,0.18035512569561474,-0.4617151927434321,0.06752171063781406,0.8900615384618961,0.06347389176205342,0.05498255813988662,0.8581313452958044,0.8268454250661896,False
Skinfold_Thickness_mm,TSLP,Group_22C vs Group_15C (Reference),-0.4892766725335598,0.012959959640535887,-0.875198492108814,-0.1033548529583056,0.2505985969029062,0.09447330459101166,0.02720541102281303,0.8646002971768703,-0.46207126151074673,6.224065395743494e-05,-0.17356129980135282,0.20527926232194327,0.8268454250661896,False
Skinfold_Thickness_mm,APRIL_per_TNFSF13,Group_22C vs Group_15C (Reference),-154.0971692351734,0.021808344255457312,-285.7736280037022,-22.420710466644607,0.2578509202644024,0.10323652865281963,48.239738807395376,0.2764124070450338,-105.85743042777801,0.03602759859766902,126.66429547215836,0.010134838678296898,0.8535072291235895,False
Max_Watts_W,Osteocalcin,Group_8C vs Group_15C (Reference),13.799241736538876,0.021983424438556325,1.9921268022687748,25.606356670808978,0.22153096910454895,0.059349921001330075,-7.007868480720649,0.004566064106817777,5.014784615388878,0.8175728434610166,6.791373255818227,0.2164124277363526,0.8535072291235895,False
Weight_kg,sCD30_per_TNFRSF8,Group_22C vs Group_15C (Reference),-2.259486849142043,0.022821968820292086,-4.204887148352532,-0.31408654993155305,0.21326728662559835,0.04936463800593138,0.614448072649068,0.4265562069329102,-1.6450387764929748,0.008265888237892316,0.27079617086368124,0.9442015218905155,0.8535072291235895,False
Body_Fat__Percent,APRIL_per_TNFSF13,Group_22C vs Group_15C (Reference),-1056.0055509652575,0.024289539243701235,-1974.8584062013351,-137.15269572917998,0.2932708864467226,0.1460356544564565,439.91670499951607,0.24379899831439822,-616.0888459657415,0.02672349777701588,749.9716383933273,0.012968885707989042,0.8535072291235895,False
Body_Density_kg_per_m3,APRIL_per_TNFSF13,Group_22C vs Group_15C (Reference),461980.93306467636,0.024887193924430718,58322.547645923274,865639.3184834295,0.29563971522110255,0.14889798922549902,-195661.52006423232,0.2401819008326157,266319.41300044407,0.027865047641842278,-324348.6437994414,0.01319806191287376,0.8535072291235895,False
Skinfold_Thickness_mm,sIL-6Ra,Group_22C vs Group_15C (Reference),-24.349551952346115,0.024902540404395213,-45.62736470924883,-3.0717391954433992,0.1811889307557225,0.010603291329831399,7.535482293482738,0.310141078144618,-16.814069658863378,0.03376282697035826,-6.142273344078961,0.11988729583432689,0.8535072291235895,False
VO2max_ml_per_kg_per_min,IL-11,Group_22C vs Group_15C (Reference),0.1058634204463377,0.025339785751122307,0.013076519487807636,0.19865032140486777,0.3327047746752725,0.19368493606595427,-0.02687737788129564,0.24707668965908147,0.07898604256504206,0.05554667366458532,-0.0525749786759785,0.36956747278560975,0.8535072291235895,False
Body_Density_kg_per_m3,sCD30_per_TNFRSF8,Group_22C vs Group_15C (Reference),2086.476850301603,0.025986029323227383,249.70814431783765,3923.2455562853684,0.2099949271923225,0.0454105370240564,-642.9293914928417,0.32579617945581085,1443.5474588087613,0.031427925504905696,381.8033644544323,0.5769687467129037,0.8535072291235895,False
BMI_kg·m2,IL-20,Group_8C vs Group_15C (Reference),-4.500562317441842,0.026378908789031173,-8.472907380619404,-0.5282172542642796,0.26457235977290083,0.1113582680589219,4.034362755013058,0.0021615324035641945,-2.2312741087208314,0.6290203269330712,-0.466199562428784,0.762383895332186,0.8535072291235895,False
Body_Fat__Percent,IL-10,Group_8C vs Group_15C (Reference),-0.26797581280936406,0.027385133527665768,-0.5060659294208263,-0.029885696197901823,0.2841884189128816,0.1350610061863986,0.23751260260433638,0.002745863300781965,-0.2874595333338126,0.5161805333739411,-0.03046321020502768,0.7405964070300655,0.8535072291235895,False
