TimePoint,Group,contrast,estimate,std_error,df,t_ratio,p_value_raw,Contrast_Type,Protein,p_value_FDR,Significant_FDR
.,15°C,X10min - X2hrs,1.8845501928000012,1.248428719270544,27.0,1.5095376802138472,0.14277624865555147,Within-Group,L-Alanine,0.879471134190078,False
.,22°C,X10min - X2hrs,-0.22644767179999953,1.248428719270544,27.0,-0.1813861442824807,0.8574193138483626,Within-Group,L-Alanine,0.9995801204593276,False
.,8°C,X10min - X2hrs,-0.16856601149999795,1.248428719270544,27.0,-0.13502253584689314,0.8935956189306824,Within-Group,L-Alanine,0.9995801204593276,False
X10min,.,15°C - 22°C,-0.9488604844999993,1.1839805625412632,27.0,-0.8014155928906395,0.4298879366441595,Between-Group,L-Aspartic acid,0.974695460966868,False
X10min,.,15°C - 8°C,1.6383102848000002,1.1839805625412634,27.0,1.3837307272034736,0.17777470696941305,Between-Group,L-Aspartic acid,0.9344238228773027,False
X10min,.,22°C - 8°C,2.5871707692999997,1.1839805625412634,27.0,2.185146320094113,0.03773125787983269,Between-Group,L-Aspartic acid,0.7296680224763044,False
X2hrs,.,15°C - 22°C,1.0482851568999996,1.1939295925655384,27.0,0.878012542303625,0.3876835020685422,Between-Group,L-Aspartic acid,0.9639481585472424,False
X2hrs,.,15°C - 8°C,-0.18956764050000063,1.1939295925655384,27.0,-0.15877623075968333,0.8750268523434079,Between-Group,L-Aspartic acid,0.9995801204593276,False
X2hrs,.,22°C - 8°C,-1.2378527974000002,1.1939295925655384,27.0,-1.0367887730633083,0.3090311138595029,Between-Group,L-Aspartic acid,0.9587581238028823,False
.,15°C,X10min - X2hrs,-0.07614002579999823,1.1791171454096936,27.0,-0.06457375850772043,0.9489891092124562,Within-Group,L-Aspartic acid,0.9995801204593276,False
.,22°C,X10min - X2hrs,1.9210056156000008,1.1791171454096936,27.0,1.629189790919826,0.11488639637133842,Within-Group,L-Aspartic acid,0.8286486887209302,False
.,8°C,X10min - X2hrs,-1.9040179510999993,1.1791171454096936,27.0,-1.6147826859378194,0.11798509758269363,Within-Group,L-Aspartic acid,0.8332697516777737,False
X10min,.,15°C - 22°C,-3.2235074781,1.484322900351632,27.0,-2.1717023144602567,0.03883278334162216,Between-Group,L-Norvaline,0.7296680224763044,False
X10min,.,15°C - 8°C,-0.5519193175999981,1.484322900351632,27.0,-0.37183238058865087,0.7129199784889929,Between-Group,L-Norvaline,0.9995801204593276,False
X10min,.,22°C - 8°C,2.6715881605000016,1.484322900351632,27.0,1.7998699338716055,0.08306596304514041,Between-Group,L-Norvaline,0.791489245095708,False
X2hrs,.,15°C - 22°C,-2.1416654845999994,1.6351893369456925,27.0,-1.3097354760154774,0.20132072384864777,Between-Group,L-Norvaline,0.9578432860474494,False
X2hrs,.,15°C - 8°C,-2.193312279699999,1.6351893369456925,27.0,-1.3413200723267942,0.19099103429584594,Between-Group,L-Norvaline,0.9490838310481666,False
X2hrs,.,22°C - 8°C,-0.051646795099999476,1.6351893369456925,27.0,-0.0315845963113168,0.975035654268945,Between-Group,L-Norvaline,0.9995801204593276,False
.,15°C,X10min - X2hrs,0.38104753749999953,1.4710555472433204,27.0,0.25903001298221695,0.797576770606639,Within-Group,L-Norvaline,0.9995801204593276,False
.,22°C,X10min - X2hrs,1.462889531,1.4710555472433202,27.0,0.9944488729479843,0.32883365329866665,Within-Group,L-Norvaline,0.9587581238028823,False
.,8°C,X10min - X2hrs,-1.2603454246000012,1.4710555472433202,27.0,-0.8567626334449583,0.3991167286159377,Within-Group,L-Norvaline,0.9639481585472424,False
X10min,.,15°C - 22°C,1.1293876553999993,0.9592539731610014,27.0,1.1773604144461987,0.24932626782475104,Between-Group,L-Proline,0.9583024215269884,False
X10min,.,15°C - 8°C,1.3750213633999997,0.9592539731610015,27.0,1.4334278531773312,0.16321499996204195,Between-Group,L-Proline,0.9179819852941961,False
X10min,.,22°C - 8°C,0.2456337080000004,0.9592539731610015,27.0,0.25606743873113275,0.7998396948017745,Between-Group,L-Proline,0.9995801204593276,False
X2hrs,.,15°C - 22°C,-0.5217134874999998,1.0164324111466916,27.0,-0.5132790747113495,0.6119307795625124,Between-Group,L-Proline,0.9979364913093677,False
X2hrs,.,15°C - 8°C,-0.12778067189999964,1.0164324111466916,27.0,-0.1257148734128258,0.900889062781028,Between-Group,L-Proline,0.9995801204593276,False
X2hrs,.,22°C - 8°C,0.39393281560000015,1.0164324111466916,27.0,0.38756420129852365,0.7013770653485459,Between-Group,L-Proline,0.9995801204593276,False
.,15°C,X10min - X2hrs,0.9003723174999996,0.8826092263314415,27.0,1.0201256576960909,0.31672303979507527,Within-Group,L-Proline,0.9587581238028823,False
.,22°C,X10min - X2hrs,-0.7507288253999995,0.8826092263314413,27.0,-0.8505789459287643,0.4024836648512162,Within-Group,L-Proline,0.9639481585472424,False
.,8°C,X10min - X2hrs,-0.6024297177999998,0.8826092263314415,27.0,-0.682555427506683,0.500702486667064,Within-Group,L-Proline,0.9951522764592834,False
X10min,.,15°C - 22°C,-0.42786780939999985,1.6016114776102883,27.0,-0.2671483161686674,0.7913849681188878,Between-Group,L-Rhamnose,0.9995801204593276,False
X10min,.,15°C - 8°C,-0.4119034904,1.6016114776102885,27.0,-0.2571806559569538,0.7989891687621382,Between-Group,L-Rhamnose,0.9995801204593276,False
X10min,.,22°C - 8°C,0.015964318999999838,1.6016114776102885,27.0,0.009967660211713561,0.992120375874966,Between-Group,L-Rhamnose,0.9995801204593276,False
X2hrs,.,15°C - 22°C,-0.36318983140000016,1.5171856601736509,27.0,-0.2393839072789753,0.8126158181911879,Between-Group,L-Rhamnose,0.9995801204593276,False
X2hrs,.,15°C - 8°C,-2.2474674942999995,1.5171856601736509,27.0,-1.4813397946581985,0.1500931193996232,Between-Group,L-Rhamnose,0.892659078534601,False
X2hrs,.,22°C - 8°C,-1.8842776628999993,1.5171856601736509,27.0,-1.2419558873792234,0.22493316353369078,Between-Group,L-Rhamnose,0.9583024215269884,False
.,15°C,X10min - X2hrs,0.3318270028000003,1.500001025433506,27.0,0.22121785063720276,0.8265873033030997,Within-Group,L-Rhamnose,0.9995801204593276,False
.,22°C,X10min - X2hrs,0.3965049808,1.5000010254335059,27.0,0.2643364731603491,0.7935280005804342,Within-Group,L-Rhamnose,0.9995801204593276,False
.,8°C,X10min - X2hrs,-1.503737001099999,1.500001025433506,27.0,-1.0024906487416656,0.3250070262554843,Within-Group,L-Rhamnose,0.9587581238028823,False
X10min,.,15°C - 22°C,0.4746538406999993,2.3927355589205987,27.0,0.19837287866199607,0.8442394533783936,Between-Group,Lactic Acid.1,0.9995801204593276,False
X10min,.,15°C - 8°C,-0.3563168960000002,2.3927355589205987,27.0,-0.1489161201586106,0.8827265229161998,Between-Group,Lactic Acid.1,0.9995801204593276,False
X10min,.,22°C - 8°C,-0.8309707366999995,2.3927355589205987,27.0,-0.3472889988206067,0.7310668001355706,Between-Group,Lactic Acid.1,0.9995801204593276,False
X2hrs,.,15°C - 22°C,-0.1068732310000007,1.7896596201571775,27.0,-0.05971707122196484,0.9528207942395466,Between-Group,Lactic Acid.1,0.9995801204593276,False
X2hrs,.,15°C - 8°C,-0.6185677393000002,1.7896596201571777,27.0,-0.34563429399254936,0.7322961325465654,Between-Group,Lactic Acid.1,0.9995801204593276,False
X2hrs,.,22°C - 8°C,-0.5116945082999995,1.7896596201571777,27.0,-0.28591722277058457,0.7771237483901625,Between-Group,Lactic Acid.1,0.9995801204593276,False
.,15°C,X10min - X2hrs,-3.022225294399999,1.8767148733638668,27.0,-1.6103806376207235,0.1189455981652491,Within-Group,Lactic Acid.1,0.8342598160969541,False
.,22°C,X10min - X2hrs,-3.6037523660999993,1.8767148733638666,27.0,-1.9202450075117439,0.06544834067744296,Within-Group,Lactic Acid.1,0.7650685341259711,False
.,8°C,X10min - X2hrs,-3.284476137699999,1.8767148733638668,27.0,-1.7501199485955097,0.09145571888432469,Within-Group,Lactic Acid.1,0.791489245095708,False
X10min,.,15°C - 22°C,0.10714119100000047,1.168859286659454,27.0,0.091663036109509,0.9276424743173894,Between-Group,Methyl galactoside,0.9995801204593276,False
X10min,.,15°C - 8°C,-0.3078191971999995,1.1688592866594543,27.0,-0.26335008902545703,0.794280159785139,Between-Group,Methyl galactoside,0.9995801204593276,False
X10min,.,22°C - 8°C,-0.41496038820000003,1.1688592866594543,27.0,-0.3550131251349661,0.72533799741485,Between-Group,Methyl galactoside,0.9995801204593276,False
X2hrs,.,15°C - 22°C,0.04211536500000003,1.125378653112475,27.0,0.03742328405068018,0.9704228369341108,Between-Group,Methyl galactoside,0.9995801204593276,False
X2hrs,.,15°C - 8°C,0.3319226311000001,1.1253786531124752,27.0,0.2949430666576064,0.7702934276256284,Between-Group,Methyl galactoside,0.9995801204593276,False
X2hrs,.,22°C - 8°C,0.28980726610000007,1.1253786531124752,27.0,0.25751978260692626,0.798730117452327,Between-Group,Methyl galactoside,0.9995801204593276,False
.,15°C,X10min - X2hrs,-0.9158780758999996,1.3463675034436724,27.0,-0.6802586021702186,0.5021326229922098,Within-Group,Methyl galactoside,0.9951522764592834,False
.,22°C,X10min - X2hrs,-0.9809039019000001,1.3463675034436722,27.0,-0.7285558358999995,0.4725457002897334,Within-Group,Methyl galactoside,0.9826150257725653,False
.,8°C,X10min - X2hrs,-0.2761362476,1.3463675034436722,27.0,-0.20509723154615092,0.8390345608356242,Within-Group,Methyl galactoside,0.9995801204593276,False
X10min,.,15°C - 22°C,-0.9097626591000001,1.200281890332825,27.0,-0.7579574985070656,0.45504162491245637,Between-Group,"N-Acetylglutamine,N,N',O,O'- tetrakis(trimethylsilyl)-",0.9748246327115793,False
X10min,.,15°C - 8°C,-0.2298156207000004,1.2002818903328252,27.0,-0.1914680397587895,0.8495915332709202,Between-Group,"N-Acetylglutamine,N,N',O,O'- tetrakis(trimethylsilyl)-",0.9995801204593276,False
X10min,.,22°C - 8°C,0.6799470383999997,1.2002818903328252,27.0,0.566489458748276,0.5757402462574943,Between-Group,"N-Acetylglutamine,N,N',O,O'- tetrakis(trimethylsilyl)-",0.9979364913093677,False
X2hrs,.,15°C - 22°C,-3.1687978671999986,1.2601010123988141,27.0,-2.514717340927819,0.018173319702058,Between-Group,"N-Acetylglutamine,N,N',O,O'- tetrakis(trimethylsilyl)-",0.6381486375084822,False
X2hrs,.,15°C - 8°C,-2.912783825999998,1.2601010123988141,27.0,-2.3115478817488007,0.028670743037735036,Between-Group,"N-Acetylglutamine,N,N',O,O'- tetrakis(trimethylsilyl)-",0.7296680224763044,False
X2hrs,.,22°C - 8°C,0.2560140412000007,1.2601010123988141,27.0,0.20316945917901846,0.8405259771894354,Between-Group,"N-Acetylglutamine,N,N',O,O'- tetrakis(trimethylsilyl)-",0.9995801204593276,False
.,15°C,X10min - X2hrs,2.1027223151999985,1.1762922539547167,27.0,1.7875849374427202,0.08507404769774282,Within-Group,"N-Acetylglutamine,N,N',O,O'- tetrakis(trimethylsilyl)-",0.791489245095708,False
.,22°C,X10min - X2hrs,-0.15631289290000017,1.1762922539547167,27.0,-0.13288610239034837,0.8952689027534843,Within-Group,"N-Acetylglutamine,N,N',O,O'- tetrakis(trimethylsilyl)-",0.9995801204593276,False
.,8°C,X10min - X2hrs,-0.5802458900999992,1.1762922539547167,27.0,-0.4932837805819103,0.6258005493770817,Within-Group,"N-Acetylglutamine,N,N',O,O'- tetrakis(trimethylsilyl)-",0.9979364913093677,False
X10min,.,15°C - 22°C,0.42822114400000094,0.7430642556567773,27.0,0.5762908668261888,0.5691919763873017,Between-Group,Nonanoic acid,0.9979364913093677,False
X10min,.,15°C - 8°C,0.8328033441000003,0.7430642556567773,27.0,1.1207689479880913,0.27225635265785586,Between-Group,Nonanoic acid,0.9587581238028823,False
X10min,.,22°C - 8°C,0.40458220009999935,0.7430642556567773,27.0,0.5444780811619023,0.5905814804708993,Between-Group,Nonanoic acid,0.9979364913093677,False
X2hrs,.,15°C - 22°C,-0.23023522669999985,0.9208351449178882,27.0,-0.25002871357666323,0.8044577783667735,Between-Group,Nonanoic acid,0.9995801204593276,False
X2hrs,.,15°C - 8°C,0.4541061753000005,0.9208351449178883,27.0,0.49314600751961263,0.625896610903529,Between-Group,Nonanoic acid,0.9979364913093677,False
X2hrs,.,22°C - 8°C,0.6843414020000004,0.9208351449178883,27.0,0.7431747210962758,0.46379386116320065,Between-Group,Nonanoic acid,0.9764033088087116,False
.,15°C,X10min - X2hrs,0.7313684370000012,0.8806015645563054,27.0,0.8305327476547286,0.4135217030799937,Within-Group,Nonanoic acid,0.9639481585472424,False
.,22°C,X10min - X2hrs,0.07291206630000034,0.8806015645563053,27.0,0.08279802039272709,0.9346229419503675,Within-Group,Nonanoic acid,0.9995801204593276,False
.,8°C,X10min - X2hrs,0.35267126820000133,0.8806015645563054,27.0,0.4004890320376573,0.691947756147015,Within-Group,Nonanoic acid,0.9995801204593276,False
X10min,.,15°C - 22°C,1.8809987256999992,1.1982417347650545,27.0,1.5697990406491862,0.12810843646252876,Between-Group,Oxalic acid,0.8557178149369181,False
X10min,.,15°C - 8°C,1.8965963460999995,1.1982417347650547,27.0,1.582816130563066,0.12510811770997196,Between-Group,Oxalic acid,0.842615600735374,False
X10min,.,22°C - 8°C,0.015597620400000345,1.1982417347650547,27.0,0.013017089913880064,0.9897098686141987,Between-Group,Oxalic acid,0.9995801204593276,False
X2hrs,.,15°C - 22°C,0.8101758594000003,1.5178357527552993,27.0,0.5337704411885824,0.5978678186063489,Between-Group,Oxalic acid,0.9979364913093677,False
X2hrs,.,15°C - 8°C,1.7772779098000002,1.5178357527552995,27.0,1.1709290063656361,0.25185814083375624,Between-Group,Oxalic acid,0.9583024215269884,False
X2hrs,.,22°C - 8°C,0.9671020504,1.5178357527552995,27.0,0.6371585651770538,0.5293876736363747,Between-Group,Oxalic acid,0.9979364913093677,False
.,15°C,X10min - X2hrs,1.3125556522999988,1.266971655609996,27.0,1.0359787028290353,0.30940201247108723,Within-Group,Oxalic acid,0.9587581238028823,False
.,22°C,X10min - X2hrs,0.24173278599999987,1.2669716556099957,27.0,0.19079573321915816,0.8501130474567706,Within-Group,Oxalic acid,0.9995801204593276,False
.,8°C,X10min - X2hrs,1.1932372159999995,1.266971655609996,27.0,0.9418026131180526,0.35464468233976765,Within-Group,Oxalic acid,0.9587581238028823,False
X10min,.,15°C - 22°C,0.7695581178999997,0.9935914094562757,27.0,0.7745217104092376,0.44535234277666147,Between-Group,Palmitelaidic acid,0.9748246327115793,False
X10min,.,15°C - 8°C,-0.10478161140000042,0.9935914094562758,27.0,-0.10545744498469466,0.9167924135429553,Between-Group,Palmitelaidic acid,0.9995801204593276,False
X10min,.,22°C - 8°C,-0.8743397293000001,0.9935914094562758,27.0,-0.8799791553939321,0.3866361506644068,Between-Group,Palmitelaidic acid,0.9639481585472424,False
X2hrs,.,15°C - 22°C,3.2248707141000006,1.1626363697936568,27.0,2.7737569526337342,0.009927105126188275,Between-Group,Palmitelaidic acid,0.6290101284366936,False
X2hrs,.,15°C - 8°C,4.5496898451000005,1.162636369793657,27.0,3.9132526414148496,0.0005564889394790209,Between-Group,Palmitelaidic acid,0.2753952864008284,False
X2hrs,.,22°C - 8°C,1.324819131,1.162636369793657,27.0,1.1394956887811163,0.2645051799195508,Between-Group,Palmitelaidic acid,0.9587581238028823,False
.,15°C,X10min - X2hrs,0.0411226513999996,1.0163497809150346,27.0,0.040461120937101275,0.9680232166584931,Within-Group,Palmitelaidic acid,0.9995801204593276,False
.,22°C,X10min - X2hrs,2.4964352476000005,1.0163497809150344,27.0,2.456275678391374,0.0207563385786649,Within-Group,Palmitelaidic acid,0.6809418172420065,False
.,8°C,X10min - X2hrs,4.695594107900001,1.0163497809150346,27.0,4.620057185108545,8.455052499291365e-05,Within-Group,Palmitelaidic acid,0.08598788391779318,False
